,Time,Amount,anomali_skoru,if_tahmin,gercek_class
16110,27524.0,1.0,0.6823745140639305,1,0
42549,41147.0,88.23,0.6814595073688576,1,1
130046,79270.0,5667.56,0.6800404264861197,1,0
144686,86326.0,5268.04,0.6792904579613216,1,0
42696,41203.0,88.23,0.6792654790032726,1,1
39973,40041.0,1656.24,0.6788545553594142,1,0
150665,93856.0,209.65,0.6785049621213131,1,1
42528,41138.0,340.11,0.6772834222888159,1,1
271853,164783.0,1350.9,0.6762935909008252,1,0
189242,128317.0,6.37,0.6758787487332274,1,0
65621,51674.0,933.9,0.6747550921780843,1,0
42756,41233.0,0.0,0.6744486746707444,1,1
249508,154443.0,3097.98,0.6741959890084935,1,0
263178,160833.0,5.9,0.6740504904407132,1,0
128606,78773.0,1.5,0.6733730768200143,1,0
211449,138416.0,2160.12,0.6733644170715994,1,0
22932,32507.0,650.2,0.670713033251772,1,0
11343,19762.0,1.0,0.6703665640547705,1,1
150647,93824.0,8.54,0.6703475271784475,1,1
150663,93853.0,316.06,0.669570434091898,1,1
8615,11629.0,1.0,0.6693575063998367,1,1
230600,146403.0,1420.0,0.6693271963488213,1,0
68830,53160.0,1.98,0.6689434689236485,1,0
177168,123068.0,402.6,0.6687951363513691,1,0
67428,52531.0,4901.0,0.6685119078499682,1,0
42769,41237.0,118.3,0.6682780805436404,1,1
98675,66762.0,3307.14,0.667388403211197,1,0
33756,37373.0,4476.72,0.6670903605235597,1,0
279286,168757.0,100.0,0.6668407498374389,1,0
32407,36788.0,2000.0,0.6656150105183147,1,0
21586,31751.0,3463.6,0.6655486018179985,1,0
12229,21377.0,89.99,0.6655254259659285,1,0
43432,41508.0,89.99,0.6652604464284246,1,0
213261,139181.0,0.76,0.6651353875160226,1,0
208305,137059.0,4487.49,0.6648621027164384,1,0
72761,54848.0,178.63,0.6647615468432143,1,0
68016,52793.0,457.95,0.664746434656876,1,0
154986,103916.0,3774.7,0.6645897541557425,1,0
128408,78699.0,1.0,0.6640708977534158,1,0
47299,43164.0,5114.1,0.663753747605666,1,0
6783,8544.0,4002.88,0.6633617185151437,1,0
268880,163427.0,4323.08,0.663233172134445,1,0
62413,50257.0,5341.41,0.6624637264576075,1,0
7485,10201.0,1895.88,0.6621908138510828,1,0
105026,69333.0,3152.32,0.6621446311709338,1,0
52738,45618.0,1.98,0.6607913075685176,1,0
30626,36015.0,1.0,0.6591709702024213,1,0
68185,52872.0,305.3,0.6573679036735636,1,0
23136,32610.0,3.68,0.6571305922958132,1,0
6971,9064.0,1809.68,0.6568472617606061,1,1
167459,118699.0,120.0,0.6564572495631228,1,0
78382,57502.0,1502.36,0.6563416888477908,1,0
175260,122261.0,1953.12,0.655649390190974,1,0
84397,60287.0,891.27,0.6556025546076685,1,0
10783,18359.0,89.99,0.6550954965530397,1,0
23876,32963.0,99.99,0.6547884169449419,1,0
49259,43980.0,1.98,0.6546461492277029,1,0
41667,40777.0,35.15,0.6543292703594766,1,0
62346,50236.0,68.18,0.6540199117839554,1,0
47102,43081.0,4584.88,0.6539577404208745,1,0
74243,55484.0,5259.0,0.6526193462296044,1,0
238256,149594.0,538.0,0.6518757805875546,1,0
213675,139348.0,3492.39,0.6516953307549888,1,0
209357,137525.0,669.17,0.6515817423753199,1,0
141260,84204.0,512.25,0.6512045630010325,1,1
141259,84204.0,512.25,0.6512045630010325,1,1
138474,82668.0,3690.24,0.6511673030452714,1,0
187593,127598.0,4738.79,0.6507680456196014,1,0
99595,67191.0,125.57,0.6506797664501893,1,0
93184,64285.0,797.92,0.6505831507764145,1,0
154719,102671.0,0.0,0.6505131868289952,1,1
10913,18714.0,13.98,0.6502771242302808,1,0
5535,5619.0,1.98,0.6500647491756071,1,0
10681,18064.0,89.99,0.6500180425933788,1,0
76251,56476.0,1644.77,0.6491512137712857,1,0
29667,35578.0,3526.23,0.6486672282410699,1,0
50922,44706.0,4112.89,0.6485464879691591,0,0
190944,129041.0,4106.04,0.6484608753418009,0,0
77682,57163.0,1.0,0.6476687413107216,0,1
23784,32914.0,99.99,0.6471144638153284,0,0
17746,28879.0,534.0,0.6468632434849273,0,0
143336,85285.0,252.92,0.6468313290645629,0,1
191637,129350.0,2982.04,0.6466143707639087,0,0
118361,75050.0,3763.67,0.646006597160643,0,0
23180,32628.0,1.0,0.6457393240849042,0,0
203489,134841.0,509.43,0.6455145871867757,0,0
104126,68918.0,3209.39,0.6448603876549548,0,0
222581,143037.0,2.0,0.644754947140295,0,0
226718,144771.0,3416.79,0.6438451796317137,0,0
175965,122573.0,1896.44,0.6436387230183274,0,0
90313,62965.0,4337.0,0.643425207373784,0,0
143333,85285.0,0.0,0.6429824217779905,0,1
70034,53680.0,164.03,0.64272986431615,0,0
93806,64594.0,4002.0,0.6418577751781441,0,0
282881,171207.0,3.82,0.6416542777993937,0,0
186691,127216.0,201.14,0.6415004813069095,0,0
191431,129252.0,3848.01,0.6401197604150877,0,0
62765,50418.0,29.44,0.6397244481731407,0,0
37432,38952.0,1952.4,0.6396210493194169,0,0
30496,35953.0,111.7,0.63912962747464,0,1
92777,64093.0,294.9,0.638934456007834,0,1
256196,157579.0,2162.78,0.6388002581669946,0,0
271773,164740.0,1783.26,0.6386849355823264,0,0
189024,128236.0,171.32,0.63864227027707,0,0
19145,30047.0,89.99,0.6385522721805479,0,0
140902,84010.0,4276.82,0.6383314534449246,0,0
70025,53679.0,576.05,0.6381302608125623,0,0
173653,121584.0,152.65,0.6380899733665455,0,0
74403,55563.0,220.87,0.6379973436797582,0,0
21570,31743.0,89.99,0.6375523245441518,0,0
29808,35638.0,3055.88,0.637345150348147,0,0
196166,131383.0,1466.48,0.6372515412991008,0,0
214607,139743.0,7.7,0.6372007795013443,0,0
69372,53394.0,4652.24,0.6365431226170716,0,0
144095,85861.0,0.89,0.6364511259130252,0,0
70027,53679.0,201.1,0.6364060053532516,0,0
15168,26525.0,8.94,0.6361542768452917,0,0
168013,119021.0,48.0,0.6361155718813607,0,0
218370,141288.0,166.0,0.6360991259790538,0,0
2792,2341.0,85.0,0.635801579153392,0,0
249607,154493.0,35.0,0.6356616716945697,0,1
46312,42726.0,3465.66,0.6355260117576172,0,0
95634,65402.0,37.67,0.6354376774494979,0,0
182021,125222.0,152.65,0.6350347531347239,0,0
22227,32115.0,4.68,0.6345076861317049,0,0
195718,131186.0,124.38,0.6345031713068021,0,0
173351,121449.0,152.65,0.6344442421725659,0,0
266331,162290.0,7.2,0.6342467289119451,0,0
64411,51135.0,99.99,0.6342387026228395,0,1
25614,33687.0,4103.75,0.6341792547173492,0,0
283395,171560.0,3820.86,0.6333797139404763,0,0
149600,91554.0,261.22,0.6332632941703717,0,1
217172,140794.0,361.23,0.6330352903002519,0,0
141257,84204.0,0.0,0.632645748538231,0,1
181059,124809.0,4500.0,0.6319038527780414,0,0
144229,85957.0,0.77,0.6317514912548133,0,0
192448,129696.0,115.57,0.6316972263798306,0,0
268364,163174.0,563.59,0.6310291864303667,0,0
282531,170963.0,13.19,0.6304718651384069,0,0
204443,135284.0,4190.0,0.6303675626935042,0,0
235457,148397.0,4041.2,0.6302524808271806,0,0
77995,57321.0,20.0,0.6299054505466313,0,0
220379,142143.0,1020.0,0.629685148932034,0,0
83692,59983.0,1.59,0.6295555163959925,0,0
92303,63867.0,200.0,0.6293243498607006,0,0
274679,166155.0,2796.44,0.629286359842966,0,0
230819,146496.0,2.72,0.6279146431153092,0,0
46741,42909.0,10.62,0.6278500595405254,0,0
218969,141542.0,2.0,0.6275641664446178,0,0
161084,113855.0,305.11,0.6273441030985996,0,0
232326,147129.0,3249.73,0.6268867871071396,0,0
205557,135810.0,212.0,0.6265187616582399,0,0
38456,39396.0,166.14,0.6263989983073003,0,0
38457,39396.0,166.14,0.6263989983073003,0,0
180549,124592.0,152.65,0.6262052754801576,0,0
171761,120800.0,152.65,0.6262052754801576,0,0
37727,39080.0,4000.0,0.6258186477052262,0,0
18649,29664.0,1.0,0.6255786147350267,0,0
216361,140441.0,3648.57,0.6254944548951082,0,0
175315,122279.0,77.05,0.6252141743506427,0,0
182758,125537.0,149.6,0.6249661474574879,0,0
193988,130390.0,294.0,0.6249534792736162,0,0
126263,77970.0,20.0,0.6247530530565063,0,0
39201,39739.0,3821.79,0.6246244305561205,0,0
170110,120020.0,25.0,0.624566016680992,0,0
194187,130472.0,1.0,0.6242304214016065,0,0
110999,72054.0,4229.51,0.6237328456437313,0,0
244564,152406.0,508.39,0.6237258058462574,0,0
259275,159042.0,2199.28,0.6236526346022185,0,0
154429,101506.0,3026.52,0.6236514354962647,0,0
282998,171297.0,0.92,0.6235216807964656,0,0
7578,10464.0,760.66,0.6234770210017528,0,0
260585,159625.0,0.0,0.6234539069343246,0,0
190513,128860.0,3.79,0.6232381873651393,0,0
190502,128860.0,4.08,0.6232381873651393,0,0
169553,119754.0,2335.38,0.623173172394875,0,0
18546,29587.0,2084.94,0.62303195147282,0,0
194036,130414.0,50.0,0.6228503900228953,0,0
52805,45652.0,0.0,0.6227496979085093,0,0
190501,128860.0,35.46,0.6224815145815407,0,0
190500,128860.0,35.46,0.6224815145815407,0,0
144325,86032.0,3629.22,0.6223176483354841,0,0
282496,170939.0,3.82,0.6220683152843635,0,0
190509,128860.0,17.73,0.6220361758070787,0,0
190507,128860.0,17.73,0.6220361758070787,0,0
190508,128860.0,17.73,0.6220361758070787,0,0
9119,12868.0,948.59,0.621952675505905,0,0
116493,74296.0,0.79,0.6219083260809479,0,0
284802,172786.0,0.77,0.6219039646113784,0,0
18280,29351.0,3588.64,0.6217870330076806,0,0
77120,56896.0,1855.66,0.6216906207432693,0,0
63201,50606.0,3468.0,0.6214735516902662,0,0
100379,67495.0,59.0,0.621443863962151,0,0
144470,86149.0,9.42,0.6213344885870805,0,0
82400,59385.0,18.98,0.6205775161667659,0,1
225367,144219.0,10.59,0.6205765433815332,0,0
277572,167722.0,1454.55,0.6203692343720199,0,0
63645,50811.0,3546.0,0.6202696904258166,0,0
149155,90700.0,43.35,0.6200773795516975,0,0
260501,159585.0,10.8,0.6200193154669117,0,0
126008,77895.0,1.0,0.619762322921002,0,0
128829,78854.0,8.94,0.6196960684910221,0,0
55311,46875.0,1.5,0.619481266146308,0,0
142699,84885.0,154.17,0.6194296358229756,0,0
27749,34687.0,19.02,0.6191744828003715,0,1
129477,79101.0,0.77,0.6188787277486948,0,0
63551,50770.0,37.16,0.6188468900160915,0,0
282467,170918.0,7.63,0.6187921650485451,0,0
254074,156568.0,2871.16,0.6181824379207626,0,0
184329,126199.0,570.0,0.6181505717452682,0,0
189515,128436.0,44.55,0.6180023006940429,0,0
283094,171370.0,10.76,0.6178162971559092,0,0
167155,118515.0,3908.0,0.6174198714254054,0,0
1388,1077.0,2452.03,0.6171044330780474,0,0
113740,73184.0,0.79,0.6170881403744133,0,0
24337,33184.0,2163.25,0.6170375217753494,0,0
216971,140711.0,3510.95,0.6169831370686368,0,0
120505,75851.0,99.85,0.6168266710927874,0,1
12994,22825.0,89.99,0.6167772720977673,0,0
52207,45327.0,6.15,0.6166427711655278,0,0
18150,29234.0,89.99,0.6164833013839469,0,0
142405,84694.0,12.31,0.6164314844158144,0,1
168556,119279.0,500.94,0.6163678124538087,0,0
278753,168407.0,2.69,0.6162683233441025,0,0
219705,141847.0,1162.47,0.6162426170453013,0,0
114096,73332.0,0.79,0.6161756374854342,0,0
150493,93515.0,22.81,0.616171327939318,0,0
111881,72412.0,426.0,0.6161050480192508,0,0
106982,70219.0,211.69,0.6160547989328634,0,0
209273,137487.0,959.65,0.6159256672774853,0,0
123443,76928.0,20.0,0.6157331660434481,0,0
202163,134199.0,29.95,0.6155123251035397,0,0
107757,70598.0,39.09,0.6150897484739215,0,0
213521,139287.0,20.1,0.6147930878086849,0,0
218205,141216.0,10.59,0.6145960489496343,0,0
4776,4241.0,200.0,0.6144145232468071,0,0
120837,75978.0,99.9,0.614320498465916,0,1
273382,165575.0,67.2,0.6142866693738616,0,0
225822,144412.0,600.3,0.6140752615005914,0,0
201752,134021.0,1563.24,0.6138506567364169,0,0
180944,124757.0,2958.31,0.6135220273485884,0,0
136737,81844.0,117.02,0.6133434127958933,0,0
50509,44521.0,3000.0,0.61328922876091,0,0
107128,70295.0,1.0,0.6131350419440131,0,0
179165,123952.0,152.65,0.6130689920595465,0,0
61172,49696.0,1.0,0.6130205331111804,0,0
213116,139117.0,8.3,0.6128891166297732,0,1
133313,80330.0,3497.7,0.6126854505754433,0,0
223849,143549.0,10.59,0.612588229670372,0,0
46142,42653.0,1000.56,0.6125511517237457,0,0
93612,64509.0,2.28,0.6125221314010307,0,0
22519,32289.0,89.99,0.6124787832522829,0,0
18125,29207.0,89.99,0.6122208532044816,0,0
205449,135753.0,3500.0,0.6121128550496844,0,0
282031,170616.0,1.85,0.6120923993632503,0,0
271073,164397.0,1.57,0.612091919982503,0,0
202502,134358.0,86.97,0.6116049808083808,0,0
92196,63821.0,3480.88,0.6115638565553939,0,0
8845,12095.0,30.39,0.6115214061626655,0,1
255332,157171.0,2621.43,0.6111133926687673,0,0
167349,118629.0,198.74,0.6110831106306278,0,0
12976,22799.0,89.99,0.610966936381448,0,0
63989,50969.0,3291.0,0.6108611585686597,0,0
218389,141297.0,2000.0,0.6108013242581344,0,0
63470,50731.0,1.0,0.6106814551484986,0,0
198868,132688.0,1.0,0.6103588858992053,0,1
106017,69783.0,492.91,0.6102845761455211,0,0
122410,76552.0,10.27,0.6101914375445163,0,0
223537,143421.0,1.0,0.6099502259870675,0,0
258039,158461.0,800.93,0.6099138960424775,0,0
90592,63082.0,4099.3,0.6099062893767254,0,0
76273,56490.0,488.75,0.6097808868987109,0,0
258599,158727.0,1249.77,0.6097112836353237,0,0
262266,160389.0,3028.0,0.6096712249134676,0,0
142841,84968.0,9.03,0.6096314874679011,0,0
191062,129091.0,3721.4,0.6094896174426336,0,0
267042,162588.0,0.89,0.6093009376563272,0,0
125442,77677.0,0.77,0.6092929922273453,0,0
73557,55188.0,0.76,0.6092883241284834,0,0
64580,51212.0,2903.86,0.6091110222225473,0,0
7469,10158.0,1895.88,0.6090441000896499,0,0
173662,121588.0,1210.25,0.6090326115937634,0,0
76683,56697.0,152.83,0.6089672532207573,0,0
72213,54615.0,173.71,0.6084928982845446,0,0
280057,169293.0,3153.32,0.6083500319587211,0,0
222114,142834.0,1219.96,0.608011092781149,0,0
281908,170516.0,1.46,0.6079374195939722,0,0
73174,55012.0,1764.7,0.6078883455434568,0,0
266105,162190.0,2723.04,0.6075025423806013,0,0
178814,123793.0,1.0,0.6073702823112265,0,0
152019,96717.0,1.0,0.607369560187194,0,1
6717,8408.0,1.0,0.6071987870304267,0,1
139759,83337.0,6.15,0.6070975108027096,0,0
39378,39811.0,121.59,0.6070136149588953,0,0
211238,138323.0,219.98,0.606972271945348,0,0
33480,37251.0,2543.0,0.6069641878756213,0,0
58849,48578.0,7.6,0.6069058874422644,0,0
12932,22722.0,1123.16,0.6067469224792781,0,0
172250,121023.0,2500.0,0.6063356993618426,0,0
9029,12587.0,1.0,0.606282665404208,0,0
9026,12587.0,1.0,0.606282665404208,0,0
66060,51862.0,1068.55,0.6058702203589038,0,0
142228,84614.0,9.21,0.6058685281271528,0,0
278621,168324.0,1.79,0.6058534908000125,0,0
82290,59343.0,1216.08,0.6058210023606433,0,0
106089,69818.0,3000.0,0.6057951928640429,0,0
141357,84259.0,3164.76,0.6056872582452489,0,0
166576,118174.0,1569.84,0.6056569832759593,0,0
195821,131234.0,21.16,0.605509467778337,0,0
113094,72929.0,20.0,0.6054859286511672,0,0
2951,2497.0,1.0,0.6054320604680921,0,0
127395,78316.0,260.8,0.6053297021069363,0,0
145495,86997.0,9.03,0.6052548343354,0,0
219661,141824.0,1162.47,0.6051447305587397,0,0
243582,151985.0,7.7,0.6051317854295911,0,0
218685,141417.0,2.0,0.6050837938275495,0,0
177909,123397.0,15.0,0.6050113458977403,0,0
168250,119135.0,85.99,0.6047089651810332,0,0
91753,63612.0,18.35,0.6043005056209961,0,0
74530,55626.0,496.47,0.6041818245892436,0,0
79536,58067.0,1.0,0.6041613831759122,0,1
218442,141320.0,195.66,0.6040395734765972,0,1
115676,73968.0,226.99,0.6039299450201528,0,0
269532,163677.0,8.99,0.6037375668319314,0,0
244389,152328.0,1.0,0.6036185459524226,0,0
228310,145456.0,1413.35,0.6035632891240656,0,0
224861,143998.0,4.43,0.6035230328168457,0,0
263658,161057.0,1.98,0.6034768244550656,0,0
123193,76843.0,7.49,0.6034689759106271,0,0
194878,130797.0,33.14,0.6034477965212067,0,0
36900,38724.0,14.4,0.6033467446826787,0,0
24595,33294.0,20.0,0.6033248031354029,0,0
48567,43695.0,10.35,0.6031377886275757,0,0
124824,77435.0,60.26,0.603018544326724,0,0
239685,150218.0,2500.0,0.6029479921834825,0,0
168344,119179.0,20.0,0.6027652948129327,0,0
22409,32232.0,89.99,0.6027611708528435,0,0
198373,132462.0,1401.16,0.6027071901832206,0,0
81186,58822.0,45.64,0.602679276892422,0,1
261621,160106.0,38.83,0.6026681123223543,0,0
14115,25109.0,1.0,0.6025270312798878,0,0
73031,54945.0,3.95,0.6024054335966252,0,0
264703,161551.0,0.77,0.6023922483248437,0,0
181117,124831.0,27.2,0.602374155993464,0,0
201538,133927.0,476.0,0.6022576295734909,0,0
216097,140345.0,1336.06,0.6022404819495171,0,0
134246,80713.0,49.99,0.6021211283009273,0,0
229391,145904.0,2088.0,0.6015972632263419,0,0
22242,32123.0,89.99,0.6015214637654576,0,0
65868,51780.0,1173.87,0.6013665420898712,0,0
212597,138921.0,29.95,0.601364873232118,0,0
91410,63455.0,1.9,0.60135123249715,0,0
17592,28818.0,89.99,0.6012157503049866,0,0
175770,122479.0,1848.06,0.6010776492465948,0,0
175771,122479.0,1848.06,0.6010776492465948,0,0
113753,73189.0,5.9,0.601075100055107,0,0
178681,123729.0,152.65,0.6009002983023636,0,0
172667,121192.0,153.0,0.600864528237469,0,0
270482,164095.0,21.63,0.6008620968454488,0,0
181825,125137.0,25.0,0.6005141850060788,0,0
254021,156544.0,19.99,0.6004901711823611,0,0
41569,40742.0,1.0,0.6004427344338217,0,1
22499,32277.0,450.96,0.6001119529894692,0,0
7523,10285.0,29.0,0.6000747290303283,0,0
280762,169733.0,9.77,0.5999876947026456,0,0
174451,121916.0,82.27,0.599807527719624,0,0
74815,55772.0,33.49,0.5997609943923422,0,0
173935,121702.0,2960.47,0.5996710706800906,0,0
122331,76521.0,0.12,0.5995973563298674,0,0
228727,145632.0,196.56,0.599541054033727,0,0
23980,33010.0,20.0,0.5994436043503412,0,0
13616,24119.0,17.0,0.5993562012000679,0,0
19437,30286.0,99.99,0.5992565309612997,0,0
169439,119705.0,37.53,0.5992497020185074,0,0
194854,130784.0,2241.97,0.5991559467973772,0,0
181254,124893.0,20.0,0.5990789206091649,0,0
8972,12393.0,179.66,0.5990754310750727,0,1
188256,127893.0,37.5,0.5990487613912786,0,0
72933,54913.0,1.79,0.5989696434063922,0,0
251904,155554.0,94.82,0.5989173874501902,0,1
136367,81670.0,1.79,0.5988911850969743,0,0
123362,76895.0,0.89,0.5988426181627504,0,0
59291,48779.0,90.49,0.5988366537024099,0,0
10206,15832.0,22.5,0.5987699855638524,0,0
155613,105899.0,1605.57,0.5986675045042191,0,0
143728,85573.0,1.0,0.5986259500355142,0,1
4895,4429.0,0.77,0.5985141715917774,0,0
224100,143652.0,176.56,0.5983079646093452,0,0
189584,128469.0,2.0,0.5982542014490969,0,0
111731,72343.0,2.49,0.5980112587719475,0,0
5791,6210.0,47.57,0.5979364231930016,0,0
24333,33181.0,10.0,0.5978303510176066,0,0
71536,54330.0,13.5,0.5977881631199629,0,0
178894,123831.0,6.02,0.5977293964005501,0,0
9563,14338.0,570.49,0.5975880376894915,0,0
194127,130452.0,2460.8,0.597469350003161,0,0
122702,76657.0,2056.85,0.5973460666169929,0,0
47802,43369.0,88.0,0.5972779107360608,0,1
76261,56481.0,1584.0,0.5972541803638005,0,0
12956,22773.0,89.99,0.5972200869995656,0,0
27930,34773.0,50.0,0.5971407100606784,0,0
214315,139618.0,1.54,0.5968711491514739,0,0
32905,37009.0,3078.84,0.5966255869538516,0,0
8464,11347.0,1.0,0.5965404005846507,0,0
203877,135013.0,366.39,0.5965009025044326,0,0
46790,42927.0,105.05,0.5964877731962709,0,0
60408,49310.0,0.76,0.596373158732049,0,0
39267,39768.0,809.03,0.5963137380825962,0,0
222133,142840.0,144.8,0.5962214610252353,0,1
28073,34839.0,266.72,0.5961994300867713,0,0
67842,52718.0,89.99,0.5961138692312328,0,0
203843,134991.0,56.0,0.5960483151929813,0,0
70036,53680.0,662.0,0.5959684912247454,0,0
246667,153274.0,0.77,0.5958460291466587,0,0
171287,120570.0,2150.0,0.5956705363315635,0,0
177813,123355.0,650.0,0.5954142096603836,0,0
118389,75059.0,7.68,0.595354106422686,0,0
108226,70818.0,194.53,0.5953398291792347,0,0
119781,75581.0,124.53,0.5952932161087762,0,1
255952,157474.0,0.79,0.5952303758959602,0,0
106082,69816.0,211.69,0.595047712826526,0,0
154856,103319.0,17.72,0.595007362589473,0,0
13270,23382.0,1638.04,0.5949743620165441,0,0
166736,118279.0,25.0,0.5948808347058457,0,0
215121,139946.0,1.0,0.5947450716095976,0,0
43424,41503.0,2302.38,0.594689050001722,0,0
151488,95587.0,0.01,0.5946572671114133,0,0
211168,138289.0,2499.9,0.5945065112873477,0,0
14458,25613.0,201.6,0.5942954950277093,0,0
239268,150027.0,47.43,0.5942390271287966,0,0
147604,88736.0,2930.7,0.5942197113479487,0,0
108277,70835.0,25.89,0.5941596675781081,0,0
243699,152036.0,1.0,0.5941547062792107,0,1
36154,38417.0,3209.0,0.5941302037186216,0,0
68120,52840.0,4249.73,0.593908166860986,0,0
206004,136020.0,1330.5,0.5937771423994705,0,0
13112,23010.0,379.18,0.5936352221597584,0,0
231934,146985.0,3068.21,0.5934441507414472,0,0
224912,144019.0,8.62,0.5934339675844728,0,0
248360,153910.0,8.93,0.5933998720047022,0,0
235325,148341.0,1.79,0.593151058059079,0,0
14122,25124.0,499.0,0.5931504791017571,0,0
42724,41217.0,35.0,0.5929751199444814,0,0
42009,40919.0,112.33,0.5928927134069674,0,1
147008,88025.0,9.12,0.5928715303633197,0,0
210122,137851.0,2413.9,0.5928106474518167,0,0
107744,70592.0,0.76,0.5927555357722694,0,0
86289,61164.0,57.0,0.5927207601845903,0,0
78412,57513.0,2404.29,0.5926563733523886,0,0
90220,62925.0,2682.28,0.5924658981489654,0,0
13796,24462.0,1.51,0.5923625409320333,0,0
76981,56826.0,100.0,0.5922932370272251,0,0
221548,142605.0,1.06,0.592178611947039,0,0
143506,85401.0,110.08,0.5921623867380306,0,0
134099,80646.0,7.93,0.5921431508548323,0,0
202074,134161.0,0.77,0.5920250439569303,0,0
243749,152058.0,1.0,0.5918968023800643,0,1
197725,132146.0,459.08,0.591890347631686,0,0
10607,17736.0,0.69,0.5918835070481243,0,0
22614,32342.0,144.27,0.591843244548527,0,0
12553,21984.0,0.89,0.5918312223252968,0,0
141196,84168.0,9.21,0.5917170605577874,0,0
228625,145590.0,84.0,0.5916949345794292,0,0
226822,144812.0,1985.0,0.5916358681288,0,0
19630,30424.0,89.99,0.5916137245689926,0,0
182239,125316.0,467.6,0.5915912392967588,0,0
229546,145964.0,0.76,0.5915537799078394,0,0
146240,87559.0,5.0,0.591531652340762,0,0
230568,146385.0,0.0,0.5914621288945473,0,0
248497,153967.0,0.76,0.5912537595230442,0,0
199663,133075.0,210.0,0.5910927496628815,0,0
72451,54712.0,90.0,0.5910817436026667,0,0
59097,48692.0,120.4,0.5909272968367226,0,0
71188,54198.0,30.53,0.5908941335377583,0,0
242460,151499.0,73.94,0.5908918152691047,0,0
242461,151499.0,73.94,0.5908918152691047,0,0
238958,149894.0,65.21,0.5908113452755752,0,0
97361,66185.0,667.44,0.5907639822220314,0,0
214012,139493.0,167.15,0.5906076360253807,0,0
5371,5324.0,170.0,0.5905862571161429,0,0
61729,49959.0,2392.08,0.5904871264378848,0,0
10204,15817.0,11.39,0.5902047438438751,0,1
135776,81392.0,12.96,0.5901159894871782,0,0
194632,130687.0,21.94,0.5898252637251284,0,0
118655,75163.0,3085.14,0.5898066227867181,0,0
107674,70554.0,178.53,0.5895767888906919,0,0
109137,71236.0,20.0,0.5895572814871061,0,0
172179,120989.0,1156.0,0.5894845536658192,0,0
